"balance";"duration";"age";"job";"marital";"education";"poutcome";"total_loan";"campaign";"pdays";"previous";"y"
-0.15668697450806343;1.5304890511640143;1.0;6.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.38924292727203674;-0.5192253458667812;2.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.38924292727203674;-0.5192253458667812;2.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.3468171791326632;-0.4812676718476923;1.0;6.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.3147621694273588;-0.46861511384132937;2.0;4.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.3763580704297085;0.8061301052997364;2.0;2.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.47912266036730206;-0.4907570903524645;2.0;0.0;2.0;0.0;0.0;2.0;1;-1;0;"no"
-0.6793093386249386;-0.2250533722188429;1.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4272689681969567;-0.31362127826338343;1.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.450524563473354;-0.41484174231428694;1.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4200408777732116;-0.43698371882542203;1.0;6.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.30313437178916014;1.647525212722872;1.0;1.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.48855060439827397;0.11340255445136566;0.0;1.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4593239779022611;-0.7880922035019935;1.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.45461000588677514;-0.6362615074256383;1.0;7.0;0.0;0.0;0.0;0.0;2;-1;0;"no"
-0.47252309954562177;-0.7912553430035842;0.0;7.0;0.0;0.0;0.0;0.0;1;-1;0;"no"
-0.4674948627291034;-0.6425877864288198;0.0;8.0;1.0;1.0;0.0;1.0;2;-1;0;"no"
-0.43795397143205816;-0.42749430032064983;0.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.43795397143205816;-0.42749430032064983;0.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;-0.6077932519113217;0.0;6.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;-0.8070710405115379;1.0;7.0;1.0;3.0;0.0;2.0;1;-1;0;"no"
-0.4605810371063907;-0.8133973195147194;0.0;7.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4605810371063907;-0.8133973195147194;0.0;7.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.3581307119698295;0.7934775472933735;1.0;3.0;0.0;2.0;0.0;1.0;2;-1;0;"no"
-0.47346589394871896;-0.5223884853683719;1.0;3.0;0.0;3.0;0.0;1.0;2;-1;0;"no"
-0.46183809631052025;-0.7691133664924491;1.0;1.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.46183809631052025;-0.7691133664924491;1.0;1.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;-0.6773823209463178;1.0;7.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.4674948627291034;-0.6773823209463178;1.0;7.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.22173978832176947;-0.7438082504797232;1.0;3.0;0.0;0.0;0.0;1.0;3;-1;0;"no"
0.06832662303113236;-0.6995242974574529;1.0;7.0;0.0;3.0;0.0;1.0;1;-1;0;"no"
0.06832662303113236;-0.6995242974574529;1.0;7.0;0.0;3.0;0.0;1.0;1;-1;0;"no"
-0.4404680898403173;-0.18393255869816333;1.0;6.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;-0.3009687202570205;1.0;3.0;0.0;2.0;0.0;2.0;3;-1;0;"no"
-0.10577607674081521;0.2652332505277209;1.0;2.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4514673578764512;-0.9778805735974375;0.0;6.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.40024219530817057;0.41073766760089464;1.0;7.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.10263342873049125;1.2299907985128948;1.0;1.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.44895323946819204;2.368721019085559;0.0;7.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.40118498971126776;-0.5761618568954143;0.0;2.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
0.20094636906680363;-0.49392022985405526;1.0;4.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
0.20094636906680363;-0.49392022985405526;1.0;4.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.34901703273989;-0.3515789522824722;0.0;1.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.41312705215049883;-0.7279925529717696;1.0;6.0;2.0;1.0;0.0;3.0;1;-1;0;"no"
-0.01872472685484142;-0.7786027849972214;2.0;3.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
-0.3738439520214493;0.894698011344277;0.0;9.0;1.0;3.0;0.0;1.0;2;-1;0;"no"
-0.41218425774740164;-0.9051283650608507;1.0;1.0;0.0;1.0;0.0;0.0;1;-1;0;"no"
-0.38672880886377753;0.25258069252135795;1.0;7.0;1.0;3.0;0.0;1.0;1;-1;0;"no"
-0.48037971957143166;-0.12699604766953013;1.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.48037971957143166;-0.12699604766953013;1.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.48037971957143166;-0.12699604766953013;1.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.4586954483001963;0.03116092741000657;1.0;10.0;0.0;3.0;0.0;2.0;2;-1;0;"no"
-0.34870276793885757;-0.6362615074256383;1.0;1.0;0.0;1.0;0.0;0.0;2;-1;0;"no"
-0.3986708713030086;0.09126057794023051;1.0;8.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.48917913400033874;-0.08903837365044132;0.0;0.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.38012924804209725;-0.6425877864288198;1.0;3.0;0.0;2.0;0.0;1.0;2;-1;0;"no"
0.10666692875708472;-0.6552403444351826;1.0;3.0;0.0;3.0;0.0;2.0;1;-1;0;"no"
-0.4674948627291034;-0.7880922035019935;0.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.4360683826258638;1.1825437059890338;1.0;0.0;0.0;3.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;-0.5603461593874607;1.0;2.0;0.0;0.0;0.0;2.0;1;-1;0;"no"
-0.4674948627291034;-0.4717782533429201;0.0;3.0;1.0;0.0;0.0;1.0;2;-1;0;"no"
-0.3329895278872378;-0.8798232490481248;1.0;2.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.42349779058456793;-0.3199475572665649;0.0;6.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.44549632665683564;0.894698011344277;1.0;3.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.38107204244519444;-0.6204458099176846;0.0;6.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.5256338509200967;-0.4401468583270128;1.0;7.0;2.0;0.0;0.0;1.0;3;-1;0;"no"
-0.38641454406274517;-0.057406978634533985;1.0;6.0;0.0;1.0;0.0;2.0;4;-1;0;"no"
-0.33456085189239976;-0.3231106967681556;0.0;9.0;1.0;0.0;0.0;1.0;3;-1;0;"no"
-0.4615238315094879;0.10707627544818418;0.0;6.0;0.0;0.0;0.0;1.0;4;-1;0;"no"
-0.4615238315094879;0.10707627544818418;0.0;6.0;0.0;0.0;0.0;1.0;4;-1;0;"no"
-0.3565593879646675;-0.7026874369590437;1.0;2.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.4674948627291034;-0.4907570903524645;1.0;3.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.43669691222792856;-0.41800488181587764;0.0;2.0;1.0;0.0;0.0;1.0;2;-1;0;"no"
-0.03160958369716967;-0.4875939508508738;2.0;1.0;1.0;1.0;0.0;1.0;5;-1;0;"no"
-0.45806691869813154;-0.6109563914129125;1.0;3.0;0.0;0.0;0.0;1.0;4;-1;0;"no"
-0.14631623607399433;-0.5761618568954143;1.0;2.0;1.0;0.0;0.0;1.0;2;-1;0;"no"
-0.14631623607399433;-0.5761618568954143;1.0;2.0;1.0;0.0;0.0;1.0;2;-1;0;"no"
-0.46183809631052025;0.5530789451724777;1.0;7.0;0.0;3.0;0.0;2.0;2;-1;0;"no"
-0.4674948627291034;-0.4211680213174684;0.0;3.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.34901703273989;-0.7279925529717696;1.0;2.0;1.0;1.0;0.0;1.0;2;-1;0;"no"
-0.38484322005758315;0.06911860142909537;1.0;1.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.20319816506085808;-0.5382041828763255;1.0;6.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.46718059792807104;-0.07005953664089692;1.0;1.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.46718059792807104;-0.07005953664089692;1.0;1.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4181552889670172;-0.8671706910417619;0.0;9.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.45303868188161317;-0.4211680213174684;1.0;2.0;0.0;0.0;0.0;0.0;1;-1;0;"no"
0.056384560591901306;-0.7691133664924491;2.0;7.0;0.0;0.0;0.0;0.0;1;-1;0;"no"
2.2760368502837167;-0.5666724383906422;0.0;6.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;-0.6109563914129125;0.0;6.0;1.0;0.0;0.0;0.0;3;-1;0;"no"
-0.46718059792807104;-0.7975816220067657;1.0;2.0;0.0;0.0;0.0;2.0;1;-1;0;"no"
-0.4027563137164298;-0.5571830198858699;1.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.4231835257835355;0.3031909245468097;1.0;6.0;0.0;0.0;0.0;0.0;1;-1;0;"no"
-0.39521395849165225;1.0908126604429025;1.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.47535148275491335;0.7839881287886012;1.0;2.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.47535148275491335;0.7839881287886012;1.0;2.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.47535148275491335;0.7839881287886012;1.0;2.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.44643912105993283;-0.7532976689844955;0.0;2.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;-0.2630110462379317;1.0;8.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
0.8917004017360108;-0.7627870874892676;1.0;6.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.395842488093717;-0.6077932519113217;1.0;2.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4260119089928271;-0.28515302274906684;1.0;3.0;0.0;3.0;0.0;1.0;1;-1;0;"no"
-0.4451820618558033;-0.7880922035019935;1.0;7.0;0.0;0.0;0.0;2.0;1;-1;0;"no"
-0.3826433664503564;-0.5350410433747348;0.0;3.0;0.0;0.0;0.0;0.0;1;-1;0;"no"
-0.47095177554045975;-0.6837085999494993;2.0;3.0;2.0;0.0;0.0;2.0;1;-1;0;"no"
-0.4674948627291034;-0.20923767471088922;1.0;3.0;0.0;2.0;0.0;1.0;2;-1;0;"no"
-0.4511530930754188;-0.4622888348381479;1.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.13940241045128163;-0.90196522555926;1.0;3.0;0.0;3.0;0.0;1.0;1;-1;0;"no"
-0.1585725633142578;-0.7311556924733603;1.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.25756597563946265;-0.1428117451774838;1.0;3.0;0.0;2.0;0.0;1.0;2;-1;0;"no"
-0.11331843196559271;-0.889312667552897;1.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;0.4550216206231649;1.0;1.0;2.0;2.0;0.0;2.0;1;-1;0;"no"
-0.4674948627291034;0.4550216206231649;1.0;1.0;2.0;2.0;0.0;2.0;1;-1;0;"no"
-0.48823633959724155;-0.12699604766953013;1.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.4542957410857428;-0.3231106967681556;1.0;3.0;2.0;0.0;0.0;1.0;2;-1;0;"no"
-0.4542957410857428;-0.3231106967681556;1.0;3.0;2.0;0.0;0.0;1.0;2;-1;0;"no"
-0.5209198789046108;-0.8924758070544877;0.0;6.0;1.0;3.0;0.0;2.0;1;-1;0;"no"
-0.4646664795198118;0.06595546192750464;0.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.5715165118708266;0.6416468512170183;2.0;4.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.45492427068780755;-0.531877903873144;1.0;2.0;0.0;3.0;0.0;3.0;2;-1;0;"no"
-0.1497731488853507;-0.6077932519113217;0.0;3.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.1497731488853507;-0.6077932519113217;0.0;3.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.1497731488853507;-0.6077932519113217;0.0;3.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
0.01238748844736582;-0.18709569819975408;1.0;1.0;1.0;3.0;0.0;1.0;1;-1;0;"no"
-0.23368185076100054;-0.5413673223779163;1.0;1.0;0.0;1.0;0.0;2.0;1;-1;0;"no"
-0.31539069902942357;-0.6330983679240476;1.0;2.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4414108842434145;-0.057406978634533985;0.0;2.0;2.0;0.0;0.0;0.0;1;-1;0;"no"
-0.3047056957943221;-0.4116786028126962;1.0;7.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
0.7509097708734972;-0.5793249963970051;1.0;1.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4451820618558033;0.2778858085340838;1.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.31947614144284475;-0.5287147643715533;1.0;7.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
-0.36850145040389853;-0.21872709321566142;1.0;6.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.4263261737938595;-0.5540198803842792;0.0;2.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4414108842434145;-0.4717782533429201;1.0;6.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
1.239277271677841;0.17350220498158958;2.0;3.0;0.0;2.0;0.0;0.0;1;-1;0;"no"
-0.5067779628581529;-0.9652280155910746;1.0;8.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.5067779628581529;-0.9652280155910746;1.0;8.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.40621322652778613;-0.4717782533429201;2.0;4.0;0.0;0.0;0.0;0.0;1;-1;0;"no"
-0.46215236111155267;0.07544488043227685;1.0;1.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.46215236111155267;0.07544488043227685;1.0;1.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.3549880639595055;0.19564418149272472;0.0;7.0;0.0;0.0;0.0;1.0;3;-1;0;"no"
-0.32607570226452504;0.6258311537090645;0.0;3.0;0.0;0.0;0.0;2.0;2;-1;0;"no"
0.4375877642441981;-0.5793249963970051;1.0;3.0;0.0;2.0;0.0;1.0;2;-1;0;"no"
-0.46529500912187666;-0.7627870874892676;0.0;6.0;2.0;0.0;0.0;0.0;1;-1;0;"no"
-0.46529500912187666;-0.7627870874892676;0.0;6.0;2.0;0.0;0.0;0.0;1;-1;0;"no"
-0.34336026632130684;-0.27566360424429465;0.0;2.0;1.0;1.0;0.0;1.0;3;-1;0;"no"
-0.34336026632130684;-0.27566360424429465;0.0;2.0;1.0;1.0;0.0;1.0;3;-1;0;"no"
-0.44078235464134974;-0.20923767471088922;0.0;7.0;0.0;1.0;0.0;2.0;3;-1;0;"no"
-0.2600800940477218;-0.402189184307924;1.0;7.0;0.0;0.0;0.0;2.0;2;-1;0;"no"
-0.5250053213180319;-0.5793249963970051;1.0;3.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.44581059145786806;-0.29464244125383904;0.0;2.0;0.0;0.0;0.0;0.0;2;-1;0;"no"
-0.39207131048132826;-0.25984790673634095;0.0;3.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;-0.11118035016157646;1.0;6.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;-0.11118035016157646;1.0;6.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.38830013286893955;-0.48443081134928306;0.0;9.0;1.0;0.0;0.0;1.0;3;-1;0;"no"
-0.3980423417009438;-0.37055778929201666;1.0;2.0;1.0;0.0;0.0;1.0;2;-1;0;"no"
-0.40432763772159175;-0.746971389981314;1.0;7.0;2.0;0.0;0.0;1.0;2;-1;0;"no"
-0.40432763772159175;-0.746971389981314;1.0;7.0;2.0;0.0;0.0;1.0;2;-1;0;"no"
-0.4674948627291034;-0.17444314019339113;0.0;3.0;1.0;0.0;0.0;1.0;2;-1;0;"no"
-0.46718059792807104;-0.21556395371407067;1.0;5.0;0.0;0.0;0.0;1.0;3;-1;0;"no"
-0.45398147628471036;-0.1902588377013448;0.0;3.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.3452458551275012;-0.20923767471088922;1.0;1.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.3452458551275012;-0.20923767471088922;1.0;1.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;-0.8323761565242638;1.0;1.0;0.0;1.0;0.0;1.0;3;-1;0;"no"
-0.30721981420258127;-0.41800488181587764;1.0;7.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.3908142512771987;-0.41484174231428694;1.0;2.0;0.0;0.0;0.0;0.0;2;-1;0;"no"
-0.43858250103412294;-0.3389263942761093;1.0;1.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.35058835674505195;-0.6204458099176846;0.0;3.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.3663015967966718;-0.7627870874892676;1.0;2.0;2.0;0.0;0.0;1.0;4;-1;0;"no"
-0.27673612850243884;-0.7248294134701788;1.0;3.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.3653588023935746;-0.23454279072361509;1.0;3.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
-0.3653588023935746;-0.23454279072361509;1.0;3.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
-0.42255499618147074;-0.9051283650608507;1.0;4.0;0.0;0.0;0.0;1.0;3;-1;0;"no"
-0.21388316829595955;-0.37055778929201666;2.0;3.0;0.0;3.0;0.0;1.0;2;-1;0;"no"
-0.21388316829595955;-0.37055778929201666;2.0;3.0;0.0;3.0;0.0;1.0;2;-1;0;"no"
-0.43983956023825255;-0.6330983679240476;0.0;3.0;1.0;0.0;0.0;1.0;2;-1;0;"no"
-0.42224073138043833;-0.5192253458667812;0.0;1.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4674948627291034;-0.8513549935338082;1.0;11.0;0.0;0.0;0.0;1.0;3;-1;0;"no"
1.7072175604150794;0.24625441351817648;1.0;11.0;2.0;1.0;0.0;1.0;3;-1;0;"no"
-0.21608302190318632;-0.7374819714765418;0.0;5.0;1.0;1.0;0.0;2.0;2;-1;0;"no"
-0.33518938149446453;-0.35474209178406296;1.0;3.0;2.0;0.0;0.0;1.0;2;-1;0;"no"
-0.41846955376804956;-0.6678929024415456;1.0;3.0;0.0;2.0;0.0;1.0;3;-1;0;"no"
-0.4612095667084555;-0.6457509259304105;1.0;2.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.43952529543722013;0.47716359713430007;1.0;7.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.6101710823978114;-0.019449304615445175;1.0;3.0;0.0;2.0;0.0;1.0;2;-1;0;"no"
-0.15291579689567467;-0.402189184307924;1.0;3.0;0.0;0.0;0.0;1.0;4;-1;0;"no"
-0.3980423417009438;1.2394802170176669;1.0;1.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4674948627291034;-0.8165604590163101;1.0;1.0;0.0;1.0;0.0;2.0;2;-1;0;"no"
-0.40935587453811006;-0.591977554403368;0.0;9.0;1.0;1.0;0.0;1.0;3;-1;0;"no"
-0.40307057851746214;-0.05108069963135251;0.0;7.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.3716440984142225;-0.16811686119020966;1.0;1.0;0.0;1.0;0.0;1.0;6;-1;0;"no"
-0.4096701393391425;-0.6330983679240476;0.0;7.0;0.0;0.0;0.0;1.0;3;-1;0;"no"
-0.4674948627291034;-0.00679674660908224;0.0;2.0;0.0;0.0;0.0;2.0;1;-1;0;"no"
-0.42129793697734114;0.2778858085340838;0.0;6.0;1.0;1.0;0.0;2.0;2;-1;0;"no"
-0.4665520683260062;-0.4875939508508738;0.0;6.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.11897519838417586;-0.46861511384132937;2.0;7.0;2.0;0.0;0.0;0.0;1;-1;0;"no"
-0.43763970663102575;-0.7153399949654067;0.0;3.0;1.0;2.0;0.0;1.0;1;-1;0;"no"
-0.5586316550284983;-0.6330983679240476;0.0;7.0;2.0;0.0;0.0;0.0;1;-1;0;"no"
-0.19345595622885378;-0.7058505764606344;0.0;1.0;1.0;1.0;0.0;1.0;2;-1;0;"no"
-0.3135051102232292;0.47083731813111857;1.0;1.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4624666259125851;-0.24719534872997803;0.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.42129793697734114;0.145033949467273;0.0;6.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.5290907637314531;-0.38321034729837955;0.0;7.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;-0.3167844177649742;0.0;1.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.36001630077602387;-0.5888144149017773;0.0;7.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.36001630077602387;-0.5888144149017773;0.0;7.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.3512168863471168;-0.35474209178406296;1.0;3.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.29056377974786424;0.9073505693506398;1.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.415641170558758;-0.68687173945109;0.0;4.0;0.0;0.0;0.0;2.0;1;-1;0;"no"
-0.29402069255922064;-0.27566360424429465;1.0;1.0;2.0;1.0;0.0;2.0;2;-1;0;"no"
-0.33738923510169133;-0.6236089494192754;0.0;10.0;1.0;3.0;0.0;1.0;1;-1;0;"no"
-0.4533529466826456;-0.3926997658031518;0.0;1.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.39427116408855506;-0.42749430032064983;0.0;1.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.3703870392100929;-0.10801721065998572;0.0;7.0;0.0;1.0;0.0;0.0;1;-1;0;"no"
-0.44989603387128924;0.0248346484068251;0.0;0.0;0.0;2.0;0.0;0.0;1;-1;0;"no"
-0.42255499618147074;-0.5540198803842792;1.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.2962205461664474;-0.21556395371407067;1.0;2.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.2962205461664474;-0.21556395371407067;1.0;2.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
0.19246121943892894;-0.5192253458667812;1.0;2.0;0.0;0.0;0.0;0.0;2;-1;0;"no"
0.19246121943892894;-0.5192253458667812;1.0;2.0;0.0;0.0;0.0;0.0;2;-1;0;"no"
-0.4071560209308833;-0.889312667552897;1.0;2.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.32858982067278425;0.4265533651088483;0.0;1.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4674948627291034;0.18931790248954328;0.0;7.0;1.0;0.0;0.0;1.0;7;-1;0;"no"
-0.34901703273989;-0.3389263942761093;1.0;3.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.4442392674527061;-0.5635092988890514;0.0;8.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
17.93082364891151;-0.5824881358985958;1.0;2.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.45366721148367795;-0.307294999260202;0.0;2.0;0.0;0.0;0.0;0.0;1;-1;0;"no"
-0.5759162190852801;-0.8197235985179009;1.0;3.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4253833793907623;-0.8228867380194916;0.0;1.0;1.0;1.0;0.0;0.0;3;-1;0;"no"
-0.4483247098661272;-0.6837085999494993;1.0;3.0;0.0;0.0;0.0;1.0;3;-1;0;"no"
-0.2902495149468319;-0.3326001152729278;0.0;7.0;0.0;0.0;0.0;1.0;3;-1;0;"no"
0.11546634318599182;-0.6014669729081402;0.0;6.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.42129793697734114;0.15136022847045447;0.0;1.0;0.0;0.0;0.0;0.0;2;-1;0;"no"
